"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"235","DAINIK SAVERA TIMES","CHAHIN/2013/52280","25-09-2013","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Chandigarh","Chandigarh","View        registration details for DAINIK SAVERA TIMES (CHAHIN/2013/52280)"
"236","DAINIK SAVERA TIMES","PUNHIN/2011/40525","24-01-2012","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Punjab","Jalandhar","View        registration details for DAINIK SAVERA TIMES (PUNHIN/2011/40525)"
"237","DAINIK SAVERA TIMES","DELHIN/2013/53563","12-12-2013","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Delhi","New Delhi","View        registration details for DAINIK SAVERA TIMES (DELHIN/2013/53563)"
"238","DAINIK SEVASHAKTI TIMES","MAHMAR/2022/87884","11-07-2024","MARATHI","Daily","ANKOSH JANU RATHOD","ANKOSH JANU RATHOD","Maharashtra","","View        registration details for DAINIK SEVASHAKTI TIMES (MAHMAR/2022/87884)"
"239","dainik shastr","UPHIN/25/A2189","13-08-2025","Hindi","Daily","SUSHEEL BABU","Susheel babu","Uttar Pradesh","Bareilly","View        registration details for dainik shastr (UPHIN/25/A2189)"
"240","DAINIK STATESMAN","WBBEN/2004/13865","22-11-2004","Bengali","Daily","Vineet Gupta","THE STATESMAN LTD.","West Bengal","Kolkata","View        registration details for DAINIK STATESMAN (WBBEN/2004/13865)"
"241","DAINIK SWATANTRA NIVESH","UPHIN/2023/86531","21-02-2024","Hindi","Daily","SANDEEP KUMAR","SANDEEP KUMAR","Uttar Pradesh","Kanpur Nagar","View        registration details for DAINIK SWATANTRA NIVESH (UPHIN/2023/86531)"
"242","DAINIK TRETA YUG","CTHIN/25/A5019","10-12-2025","Hindi","Daily","RAKESH PRATAP SINGH PARIHAR","RAKESH PRATAP SINGH PARIHAR","Chhattisgarh","Bilaspur","View        registration details for DAINIK TRETA YUG (CTHIN/25/A5019)"
"243","DAINIK TRIBUNE","CHAHIN/2017/72699","18-07-2017","Hindi","Daily","RAJ KUMAR SINGH","THE TRIBUNE TRUST","Chandigarh","Chandigarh","View        registration details for DAINIK TRIBUNE (CHAHIN/2017/72699)"
"244","DAINIK TRIBUNE","CHAHIN/2017/72698","25-07-2017","Hindi","Daily","NARESH KAUSHAL","THE TRIBUNE TRUST","Chandigarh","Chandigarh","View        registration details for DAINIK TRIBUNE (CHAHIN/2017/72698)"
"245","DAINIK TRIBUNE","32198","31-01-2013","Hindi","Daily","NARESH KAUSHAL","THE TRIBUNE TRUST","Chandigarh","Chandigarh","View        registration details for DAINIK TRIBUNE (32198)"
"246","DAINIK UDYANCHAL","MPHIN/25/A4507","01-12-2025","Hindi","Daily","ANIL KUMAR SHARMA","ANIL KUMAR SHARMA","Madhya Pradesh","Bhopal","View        registration details for DAINIK UDYANCHAL (MPHIN/25/A4507)"
"247","DAINIK UTSAVBODH","UPHIN/2023/89806","23-10-2024","HINDI","Monthly","DEEPAK SHUKLA","DEEPAK SHUKLA","Uttar Pradesh","Lucknow","View        registration details for DAINIK UTSAVBODH (UPHIN/2023/89806)"
"248","DAINIK UTSAVBODH","UPHIN/2022/83999","27-04-2023","Hindi","Daily","DEEPAK SHUKLA","DEEPAK SHUKLA","Uttar Pradesh","Lucknow","View        registration details for DAINIK UTSAVBODH (UPHIN/2022/83999)"
"249","DAINIK UTTARAKHAND NEWS","UTTHIN/2015/61675","30-04-2015","Hindi","Daily","DEEPAK CHHABRA","DEEPAK CHHABRA","Uttarakhand","Dehradun","View        registration details for DAINIK UTTARAKHAND NEWS (UTTHIN/2015/61675)"
"250","DAINIK VADALVARTA","MAHMAR/2023/87555","19-06-2024","MARATHI","Daily","BHANGE AJAY MAHADEO","BHANGE AJAY MAHADEO","Maharashtra","","View        registration details for DAINIK VADALVARTA (MAHMAR/2023/87555)"
"251","DAINIK VAIBHAV UJALA","UPHIN/2022/82742","09-11-2022","Hindi","Daily","KAUSHAL KUMAR PANDEY","KAUSHAL KUMAR PANDEY","Uttar Pradesh","Jaunpur","View        registration details for DAINIK VAIBHAV UJALA (UPHIN/2022/82742)"
"252","DAINIK VASANTSAGAR","MAHMAR/2022/84096","02-05-2023","Marathi","Weekly","ANANDA NAMDEV SUTAR","ANANDA NAMDEV SUTAR","Maharashtra","Sangli","View        registration details for DAINIK VASANTSAGAR (MAHMAR/2022/84096)"
"253","DAINIK VIDARBH LOKWADI","MHMAR/25/A0668","29-05-2025","Marathi","Daily","SAURAV DURYODHAN SHELARE","SAURAV DURYODHAN SHELARE","Maharashtra","Amravati","View        registration details for DAINIK VIDARBH LOKWADI (MHMAR/25/A0668)"
"254","DAINIK VIDHARBHA SATYAJEET","MAHMAR/2023/88726","28-08-2024","MARATHI","Daily","UDDHAV SHRIRAM FANGAL","UDDHAV SHRIRAM FANGAL","Maharashtra","Buldhana","View        registration details for DAINIK VIDHARBHA SATYAJEET (MAHMAR/2023/88726)"
"255","DAINIK VIHAR","UPHIN/2021/84362","18-05-2023","Hindi","Daily","HAYATURRAHMAN","HAYATURRAHMAN","Uttar Pradesh","Fatehpur","View        registration details for DAINIK VIHAR (UPHIN/2021/84362)"
"256","DAINIK VIJAY PATRA","MPHIN/2016/73674","02-11-2017","Hindi","Daily","RAKESH PAL SINGH","RAKESH PAL SINGH","Madhya Pradesh","Seoni","View        registration details for DAINIK VIJAY PATRA (MPHIN/2016/73674)"
"257","DAINIK VIKAS DHARA","MAHMAR/2009/29106","05-10-2009","Marathi","Daily","N.P.GHONE","N.P. GHONE","Maharashtra","Latur","View        registration details for DAINIK VIKAS DHARA (MAHMAR/2009/29106)"
"258","DAINIK VIKAS KI UDAAN","MPHIN/2016/72859","31-07-2017","Hindi","Daily","MOHAMMAD MUMTAZ","MOHAMMAD MUMTAZ","Madhya Pradesh","Bhopal","View        registration details for DAINIK VIKAS KI UDAAN (MPHIN/2016/72859)"
"259","DAINIK VISHAV KAMPAN","UPHIN/2008/24760","09-07-2008","Hindi","Daily","PRADEEP KUMAR PATHAK","AJAYA KUMAR","Uttar Pradesh","Lucknow","View        registration details for DAINIK VISHAV KAMPAN (UPHIN/2008/24760)"
"260","DAINIK VISHAV KAMPAN","46206","21-05-1987","Hindi","Daily","AJAY KUMAR","AJAY KUMAR","Uttar Pradesh","Farrukhabad","View        registration details for DAINIK VISHAV KAMPAN (46206)"
"261","DAINIK YALGAR TIMES","64387","25-05-1996","Hindi","Daily","ARIF KHAN","ARIF KHAN","Madhya Pradesh","Bhopal","View        registration details for DAINIK YALGAR TIMES (64387)"
"262","DAINIK YALGAR TIMES","MPHIN/2016/70904","17-03-2017","Hindi","Daily","ARIF KHAN","ARIF KHAN","Madhya Pradesh","Madhya Pradesh","View        registration details for DAINIK YALGAR TIMES (MPHIN/2016/70904)"
"263","DAINIK YALGAR TIMES","MPHIN/2017/71461","26-04-2017","Hindi","Daily","ARIF KHAN","ARIF KHAN","Madhya Pradesh","Rajgarh","View        registration details for DAINIK YALGAR TIMES (MPHIN/2017/71461)"
"264","Dainika SatyaSaara","KNKAN/25/A4940","09-12-2025","Kannada","Daily","Paramanand Subray Hegde","Paramanand Subray Hegde","Karnataka","Uttara Kannada","View        registration details for Dainika SatyaSaara (KNKAN/25/A4940)"
"265","DainikVidarbha Spandan","MHHIN/26/A0213","02-01-2026","Hindi","Daily (Monday To Saturday)","Paresh Nirmal Randive","Paresh Nirmal Randive","Maharashtra","Nagpur","View        registration details for DainikVidarbha Spandan (MHHIN/26/A0213)"
"266","HINDI DAINIK","9937","12-10-1965","Hindi","Daily","DR.HARI PRASAD SHAHI","HARI PRASAD SHAHI","Uttar Pradesh","Gorakhpur","View        registration details for HINDI DAINIK (9937)"
"267","Jwalant Vidarbha Dainik","MHHIN/25/A4848","05-12-2025","Hindi","Daily (Monday To Saturday)","Paresh Nirmal Randive","Paresh Nirmal Randive","Maharashtra","Nagpur","View        registration details for Jwalant Vidarbha Dainik (MHHIN/25/A4848)"
"268","MARATHI DAINIK LOKJAN","MAHMAR/2011/42364","17-05-2012","Marathi","Daily","DILIP HIMMATLAL PARDHI","DILIP HIMMATLAL PARDHI","Maharashtra","Bhandara","View        registration details for MARATHI DAINIK LOKJAN (MAHMAR/2011/42364)"
"269","MARATHI DAINIK LOKJAN","MAHMAR/2008/26345","24-11-2008","Marathi","Daily","DILIP HIMMATLAL PARDHI","DILIP HIMMATLAL PARDHI","Maharashtra","Gondiya","View        registration details for MARATHI DAINIK LOKJAN (MAHMAR/2008/26345)"
"270","NIRBHAYAM DAINIK","GJGUJ/25/A4037","19-11-2025","Gujarati","Daily","Barot Kanubhai Chaturbhai","Barot Kanubhai Chaturbhai","Gujarat","Gandhinagar","View        registration details for NIRBHAYAM DAINIK (GJGUJ/25/A4037)"
"271","PRACHARPRASAR BHARTI DAINIK","GJGUJ/26/A1634","18-03-2026","Gujarati","Daily","Ajaykumar Ramnarayan Jani","Ajaykumar Ramnarayan Jani","Gujarat","Ahmedabad","View        registration details for PRACHARPRASAR BHARTI DAINIK (GJGUJ/26/A1634)"
"272","PRANTAJYOTI DAINIK","8629","04-08-1961","Bengali","Daily","NILOY PAUL","M/S. BARAK PRINTERS","Assam","Cachar","View        registration details for PRANTAJYOTI DAINIK (8629)"
"273","RAJYA TIMES DAINIK","MPHIN/2014/59011","16-12-2014","Hindi","Daily","SAYED SOHAIL ALI","SAYYED SOHAIL ALI","Madhya Pradesh","Bhopal","View        registration details for RAJYA TIMES DAINIK (MPHIN/2014/59011)"
"274","RASHTRIYA VICHARANCHE DAINIK GOA TIMES","70101","12-07-1998","Marathi","Daily","MR. ULHAS SHANTARAM GHOSALKAR","ULHAS PUBLICATIONS PVT. LTD.","Maharashtra","Ratnagiri","View        registration details for RASHTRIYA VICHARANCHE DAINIK GOA TIMES (70101)"
"275","RASHTRIYA VICHARANCHE DAINIK GOA TIMES","70170","12-09-1998","Marathi","Daily","MR. ULHAS SHANTARAM GHOSALKAR","ULHAS PUBLICATIONS PVT. LTD.","Maharashtra","Ratnagiri","View        registration details for RASHTRIYA VICHARANCHE DAINIK GOA TIMES (70170)"
"276","REKHA SANDHYA DAINIK","20745","28-10-1970","Hindi","Daily","SHUKDEO JANARDHAN RANDIVE","Nirmal Shukdeo Randive","Maharashtra","Nagpur","View        registration details for REKHA SANDHYA DAINIK (20745)"
"277","SAMARTHA DAINIK","UPHIN/2008/28264","29-06-2009","Hindi","Daily","KAVITA SHARMA","KAVITA SHARMA","Uttar Pradesh","Lucknow","View        registration details for SAMARTHA DAINIK (UPHIN/2008/28264)"
"278","SAMAY DAINIK","SIKNEP/2004/13930","09-11-2004","Nepali","Daily","S K PRADHAN","S.K. PRADHAN","Sikkim","Pakyong","View        registration details for SAMAY DAINIK (SIKNEP/2004/13930)"
"279","SANDHYA DAINIK 6 PM","DELHIN/2015/63967","28-08-2015","Hindi","Daily","SANJAY LUNAWAT","SANJAY LUNAWAT","Delhi","New Delhi","View        registration details for SANDHYA DAINIK 6 PM (DELHIN/2015/63967)"
"280","SANDHYA DAINIK 6 PM","MPHIN/2006/18303","05-01-2007","Hindi","Daily","SANJAY LUNAWAT","SANJAY LUNAWAT","Madhya Pradesh","Indore","View        registration details for SANDHYA DAINIK 6 PM (MPHIN/2006/18303)"
"281","SANDHYA DAINIK 6 PM","MPHIN/2013/53132","14-11-2013","Hindi","Daily","SANJAY LUNAWAT","SANJAY LUNAWAT","Madhya Pradesh","Bhopal","View        registration details for SANDHYA DAINIK 6 PM (MPHIN/2013/53132)"
"282","SANDHYA DAINIK 6 PM","MPHIN/2013/54299","29-01-2014","Hindi","Daily","SANJAY LUNAWAT","SANJAY LUNAWAT","Madhya Pradesh","Ujjain","View        registration details for SANDHYA DAINIK 6 PM (MPHIN/2013/54299)"
"283","SANDHYA HINDI DAINIK","57643","06-09-1994","Hindi","Daily","DR. TEJ PRATAP SHAHI","SHAHI COMMUNICATION","Uttar Pradesh","Gorakhpur","View        registration details for SANDHYA HINDI DAINIK (57643)"
"284","THE DAINIK JANAMBHUMI","ASSASS/2001/04531","15-03-2001","Assamese","Daily","UJJAL KUMAR SAIKIA","THE JANAMBHUMI","Assam","Kamrup","View        registration details for THE DAINIK JANAMBHUMI (ASSASS/2001/04531)"
"285","THE DAINIK JANAMBHUMI","ASSASS/2006/16737","10-04-2006","Assamese","Daily","UJJAL KUMAR SAIKIA","THE JANAMBHUMI","Assam","Tinsukia","View        registration details for THE DAINIK JANAMBHUMI (ASSASS/2006/16737)"
"286","THE DAINIK JANAMBHUMI","24623","03-04-1973","Assamese","Daily","RANJAN KUMAR SAIKIA","THE JANAMBHUMI","Assam","Jorhat","View        registration details for THE DAINIK JANAMBHUMI (24623)"
"287","DAINIK ABHIMANOJ","MPMUL/25/A0951","04-06-2025","BILINGUAL, Hindi, English","Daily","SOMYA RAKSHIT","SOMYA RAKSHIT","Madhya Pradesh","Jabalpur","View        registration details for  DAINIK ABHIMANOJ (MPMUL/25/A0951)"
"288","DAINIK JAGRAN","35496","27-09-1979","Hindi","Daily","Jagdish Kumar Dwivedi","JAGRAN PRAKASHAN LTD","Uttar Pradesh","Lucknow","View        registration details for  DAINIK JAGRAN (35496)"
