"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"232","JEETEGA HINDUSTAN","MPHIN/2020/82542","21-10-2022","Hindi","Monthly","BHAVNA PRAJAPATI","BHAVNA PRAJAPATI","Madhya Pradesh","Bhopal","View        registration details for JEETEGA HINDUSTAN (MPHIN/2020/82542)"
"233","KALAM HINDUSTANI","UPURD/2015/65792","25-01-2016","Urdu","Daily","NAYYAR ALI","NAYYAR ALI","Uttar Pradesh","Gautam Buddha Nagar","View        registration details for KALAM HINDUSTANI (UPURD/2015/65792)"
"234","KALAM HINDUSTANI","UPHIN/2016/69539","05-12-2016","Hindi","Daily","NAYYAR ALI","NAYYAR ALI","Uttar Pradesh","Moradabad","View        registration details for KALAM HINDUSTANI (UPHIN/2016/69539)"
"235","KAMYABI HINDUSTAN KI","UPHIN/2021/84514","12-06-2023","Hindi","Weekly","UTTAM KUMAR SHUKLA","UTTAM KUMAR SHUKLA","Uttar Pradesh","Sitapur","View        registration details for KAMYABI HINDUSTAN KI (UPHIN/2021/84514)"
"236","KESARIYA HINDUSTAN","MPHIN/2021/82530","20-10-2022","Hindi","Daily","RAVINDRA SINGH","RAVINDRA SINGH","Madhya Pradesh","Gwalior","View        registration details for KESARIYA HINDUSTAN (MPHIN/2021/82530)"
"237","KHOJI HINDUSTAN","UPHIN/2022/82944","24-11-2022","Hindi","Weekly","SARASWATI PANDEY","SARASWATI PANDEY","Uttar Pradesh","Lucknow","View        registration details for KHOJI HINDUSTAN (UPHIN/2022/82944)"
"238","KHOJI HINDUSTAN","UPHIN/2015/62563","12-06-2015","Hindi","Monthly","SARASWATI PANDEY","SARASWATI PANDEY","Uttar Pradesh","Lucknow","View        registration details for KHOJI HINDUSTAN (UPHIN/2015/62563)"
"239","KHOJI HINDUSTAN","UPHIN/2022/83042","11-01-2023","Hindi","Daily","SARASWATI PANDEY","SARASWATI PANDEY","Uttar Pradesh","Lucknow","View        registration details for KHOJI HINDUSTAN (UPHIN/2022/83042)"
"240","MAHAKTA HINDUSTAN","65842","05-05-1997","Hindi","Fortnightly","DULICHAND BROAR","DULICHAND BROAR","Rajasthan","Churu","View        registration details for MAHAKTA HINDUSTAN (65842)"
"241","New Republic Hindustan","UPHIN/25/A5096","11-12-2025","Hindi","Monthly","Shreyansh ranjan","Shreyansh ranjan","Uttar Pradesh","Rae Bareli","View        registration details for New Republic Hindustan  (UPHIN/25/A5096)"
"242","NIRMAL HINDUSTAN","MAHMUL/2019/78416","14-01-2020","English, Marathi, Hindi","Weekly","LOKESH VARDANSINGH THAKUR","LOKESH VARDANSINGH THAKUR","Maharashtra","Nagpur","View        registration details for NIRMAL HINDUSTAN (MAHMUL/2019/78416)"
"243","PRAGAT HINDUSTAN","MAHMAR/2005/19611","30-04-2007","Marathi","Weekly","DIPAK NARAYAN DHAVALE","DIPAK NARAYAN DHAVALE","Maharashtra","Sangli","View        registration details for PRAGAT HINDUSTAN (MAHMAR/2005/19611)"
"244","PRAGATISHEEL HINDUSTAN","MPBIL/26/A0596","21-01-2026","English, Hindi","Daily","ANJALEE VAISH","ANJALEE VAISH","Madhya Pradesh","Gwalior","View        registration details for PRAGATISHEEL HINDUSTAN (MPBIL/26/A0596)"
"245","PRANAM HINDUSTAN","UPHIN/2014/59274","29-12-2014","Hindi","Daily","TRILOCHAN SINGH","TRILOCHAN SINGH","Uttar Pradesh","Lucknow","View        registration details for PRANAM HINDUSTAN (UPHIN/2014/59274)"
"246","PYARA HINDUSTAN","HARHIN/1999/00355","15-02-1999","Hindi","Weekly","A.K. SAINI","A.K. SAINI","Haryana","Jhajjar","View        registration details for PYARA HINDUSTAN (HARHIN/1999/00355)"
"247","RAFTAR HINDUSTAN KI","MAHHIN/2011/39706","21-11-2011","Hindi","Weekly","SHAIKH IRFAN ABDUL RAJAK","SHAIKH IRFAN ABDUL RAJAK","Maharashtra","Latur","View        registration details for RAFTAR HINDUSTAN KI (MAHHIN/2011/39706)"
"248","RAUNAK E HINDUSTAN","UPURD/2009/30900","10-02-2010","Urdu","Weekly","SYED ANWAR HUSAIN","SYED ANWAR HUSAIN","Uttar Pradesh","Prayagraj","View        registration details for RAUNAK E HINDUSTAN (UPURD/2009/30900)"
"249","RAVIVASRIYA HINDUSTAN","JHAHIN/2011/37367","19-05-2011","Hindi","Weekly","AMIT  CHOPRA","HINDUSTAN MEDIA VENTURES LIMITED","Jharkhand","Deoghar","View        registration details for RAVIVASRIYA HINDUSTAN (JHAHIN/2011/37367)"
"250","RAVIVASRIYA HINDUSTAN","JHAHIN/2010/33778","24-09-2010","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Jharkhand","Ranchi","View        registration details for RAVIVASRIYA HINDUSTAN (JHAHIN/2010/33778)"
"251","RAVIVASRIYA HINDUSTAN","UPHIN/2010/33966","12-10-2010","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Meerut","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2010/33966)"
"252","RAVIVASRIYA HINDUSTAN","UPHIN/2010/33965","12-10-2010","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Varanasi","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2010/33965)"
"253","RAVIVASRIYA HINDUSTAN","UPHIN/2010/33774","24-09-2010","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Lucknow","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2010/33774)"
"254","RAVIVASRIYA HINDUSTAN","UTTHIN/2010/33775","24-09-2010","Hindi","Weekly","RAJIV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttarakhand","Dehradun","View        registration details for RAVIVASRIYA HINDUSTAN (UTTHIN/2010/33775)"
"255","RAVIVASRIYA HINDUSTAN","UPHIN/2010/33964","12-10-2010","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Agra","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2010/33964)"
"256","RAVIVASRIYA HINDUSTAN","UPHIN/2010/33954","08-10-2010","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Prayagraj","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2010/33954)"
"257","RAVIVASRIYA HINDUSTAN","BIHHIN/2010/33777","24-09-2010","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Bihar","Patna","View        registration details for RAVIVASRIYA HINDUSTAN (BIHHIN/2010/33777)"
"258","RAVIVASRIYA HINDUSTAN","UPHIN/2010/33953","08-10-2010","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Kanpur Nagar","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2010/33953)"
"259","RAVIVASRIYA HINDUSTAN","UPHIN/2010/33952","08-10-2010","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Bareilly","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2010/33952)"
"260","RAVIVASRIYA HINDUSTAN","UTTHIN/2011/37499","24-05-2011","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttarakhand","Nainital","View        registration details for RAVIVASRIYA HINDUSTAN (UTTHIN/2011/37499)"
"261","RAVIVASRIYA HINDUSTAN","UPHIN/2011/37568","26-05-2011","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Aligarh","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2011/37568)"
"262","RAVIVASRIYA HINDUSTAN","BIHHIN/2011/44325","25-07-2012","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Bihar","Muzaffarpur","View        registration details for RAVIVASRIYA HINDUSTAN (BIHHIN/2011/44325)"
"263","RAVIVASRIYA HINDUSTAN","BIHHIN/2011/44358","27-07-2012","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Bihar","Bhagalpur","View        registration details for RAVIVASRIYA HINDUSTAN (BIHHIN/2011/44358)"
"264","RAVIVASRIYA HINDUSTAN","JHAHIN/2011/44797","23-08-2012","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Jharkhand","Jharkhand","View        registration details for RAVIVASRIYA HINDUSTAN (JHAHIN/2011/44797)"
"265","RAVIVASRIYA HINDUSTAN","UPHIN/2012/45335","20-09-2012","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Moradabad","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2012/45335)"
"266","RAVIVASRIYA HINDUSTAN","JHAHIN/2011/46069","29-10-2012","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Jharkhand","Dhanbad","View        registration details for RAVIVASRIYA HINDUSTAN (JHAHIN/2011/46069)"
"267","RAVIVASRIYA HINDUSTAN","UPHIN/2014/58965","15-12-2014","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Uttar Pradesh","Gorakhpur","View        registration details for RAVIVASRIYA HINDUSTAN (UPHIN/2014/58965)"
"268","RAVIVASRIYA HINDUSTAN","DELHIN/2004/12618","23-03-2004","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Delhi","New Delhi","View        registration details for RAVIVASRIYA HINDUSTAN (DELHIN/2004/12618)"
"269","RAVIVASRIYA HINDUSTAN","BIHHIN/2016/68933","10-10-2016","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Bihar","Gaya","View        registration details for RAVIVASRIYA HINDUSTAN (BIHHIN/2016/68933)"
"270","RAVIVASRIYA HINDUSTAN","BIHHIN/2018/75823","08-08-2018","Hindi","Weekly","RAJEEV BEOTRA","HINDUSTAN MEDIA VENTURES LIMITED","Bihar","Purnia","View        registration details for RAVIVASRIYA HINDUSTAN (BIHHIN/2018/75823)"
"271","REPUBLIC HINDUSTAN","TELTEL/2021/83468","28-02-2023","Telugu","Daily","RATHOD RAJU","RATHOD RAJU","Telangana","Adilabad","View        registration details for REPUBLIC HINDUSTAN (TELTEL/2021/83468)"
"272","RISING HINDUSTAN","DELHIN/2007/18944","26-03-2007","Hindi","Daily","VED PRAKASH GUPTA","VED PRAKASH GUPTA","Delhi","New Delhi","View        registration details for RISING HINDUSTAN (DELHIN/2007/18944)"
"273","ROYAL HINDUSTAN","UTTHIN/2010/36447","25-03-2011","Hindi","Weekly","PRADEEP KUMAR","PRADEEP KUMAR","Uttarakhand","Dehradun","View        registration details for ROYAL HINDUSTAN (UTTHIN/2010/36447)"
"274","SACH KA HINDUSTAN","MAHHIN/2006/19584","27-04-2007","Hindi","Weekly","SHAMBHU NATH MISHRA","SHAMBHU NATH MISHRA","Maharashtra","Mumbai","View        registration details for SACH KA HINDUSTAN (MAHHIN/2006/19584)"
"275","SACHCHA HINDUSTANI","MAHHIN/2016/67244","31-05-2016","Hindi","Weekly","RAMESH GUPTA","RAMESH GUPTA","Maharashtra","Mumbai Suburban","View        registration details for SACHCHA HINDUSTANI (MAHHIN/2016/67244)"
"276","SACHCHA HINDUSTANI","GJGUJ/25/A2785","22-09-2025","Gujarati","Weekly","Gajan Imtiyaz Nurmamad","Gajan Imtiyaz Nurmamad","Gujarat","Devbhumi Dwarka","View        registration details for SACHCHA HINDUSTANI (GJGUJ/25/A2785)"
"277","SANDHYA HINDUSTAN MAIL","MPHIN/2005/15196","19-04-2005","Hindi","Other","VIJAY KUMAR DAS","VIJAY KUMAR DAS","Madhya Pradesh","Indore","View        registration details for SANDHYA HINDUSTAN MAIL (MPHIN/2005/15196)"
"278","SAPTRANG HINDUSTAN","MPHIN/2021/80038","20-07-2021","Hindi","Daily","SUREKHA YADAV","SUREKHA YADAV","Madhya Pradesh","Bhopal","View        registration details for SAPTRANG HINDUSTAN (MPHIN/2021/80038)"
"279","SECULAR HINDUSTAN","APENG/2002/09014","07-02-2003","English","Daily","MIR MANSOOR ALI KHAN","MIR MANSOOR ALI KHAN","Telangana","Hyderabad","View        registration details for SECULAR HINDUSTAN (APENG/2002/09014)"
"280","SHER E HINDUSTAN","RAJHIN/2014/56100","03-07-2014","Hindi","Daily","BEENA SHARMA","BEENA SHARMA","Rajasthan","Jaipur","View        registration details for SHER E HINDUSTAN (RAJHIN/2014/56100)"
"281","SHER E HINDUSTAN","RAJHIN/2013/51254","01-08-2013","Hindi","Weekly","BEENA SHARMA","BEENA SHARMA","Rajasthan","Jaipur","View        registration details for SHER E HINDUSTAN (RAJHIN/2013/51254)"
"282","SHOLA-E-HINDUSTAN","58844","11-02-1994","Hindi","Monthly","M. RIZWAN","M. RIZWAN","Madhya Pradesh","Bhopal","View        registration details for SHOLA-E-HINDUSTAN (58844)"
"283","STATES OF HINDUSTAN","UPHIN/2011/43453","26-06-2012","Hindi","Daily","DINESH SINGH","DINESH SINGH","Uttar Pradesh","Lucknow","View        registration details for STATES OF HINDUSTAN (UPHIN/2011/43453)"
"284","SUNDAY HINDUSTAN TIMES","JHAENG/2004/12398","27-06-2014","English","Weekly","Manhar Kapoor","HT MEDIA LTD","Jharkhand","Ranchi","View        registration details for SUNDAY HINDUSTAN TIMES (JHAENG/2004/12398)"
"285","SUNDAY HINDUSTAN TIMES","JHAENG/2011/44999","30-08-2012","English","Weekly","M. VENKATESH","HT MEDIA LTD","Jharkhand","Jharkhand","View        registration details for SUNDAY HINDUSTAN TIMES (JHAENG/2011/44999)"
"286","SUNDAY HINDUSTAN TIMES","BIHENG/2002/7357","03-07-2014","English","Weekly","Manhar Kapoor","HT MEDIA LTD","Bihar","Patna","View        registration details for SUNDAY HINDUSTAN TIMES (BIHENG/2002/7357)"
"287","SUNDAY HINDUSTAN TIMES","CHAENG/2011/45535","10-07-2014","English","Weekly","MANHAR KAPOOR","HT MEDIA LTD","Chandigarh","Chandigarh","View        registration details for SUNDAY HINDUSTAN TIMES (CHAENG/2011/45535)"
"288","SUNDAY HINDUSTAN TIMES","MPENG/2011/45751","12-10-2012","English","Weekly","SHARAD SAXENA","HT MEDIA LTD","Madhya Pradesh","Indore","View        registration details for SUNDAY HINDUSTAN TIMES (MPENG/2011/45751)"
"289","SUNDAY HINDUSTAN TIMES","MPENG/2010/37546","25-05-2011","English","Weekly","SHARAD SAXENA","HT MEDIA LTD","Madhya Pradesh","Bhopal","View        registration details for SUNDAY HINDUSTAN TIMES (MPENG/2010/37546)"
"290","SUNDAY HINDUSTAN TIMES","UPENG/25/A0317","21-05-2025","English","Weekly","Manhar Kapoor","HT Media Limited","Uttar Pradesh","Varanasi","View        registration details for SUNDAY HINDUSTAN TIMES (UPENG/25/A0317)"
"291","SUNDAY HINDUSTAN TIMES","MAHENG/2005/15187","30-06-2005","English","Weekly","Manhar Kapoor","HT MEDIA LTD","Maharashtra","Mumbai","View        registration details for SUNDAY HINDUSTAN TIMES (MAHENG/2005/15187)"
"292","SUNDAY HINDUSTAN TIMES","PUNENG/2017/71418","29-05-2017","English","Weekly","MANHAR KAPOOR","HT MEDIA LTD.","Punjab","Jalandhar","View        registration details for SUNDAY HINDUSTAN TIMES (PUNENG/2017/71418)"
"293","SUNDAY HINDUSTAN TIMES","MAHENG/2017/73012","18-08-2017","ENGLISH","Weekly","MANHAR KAPOOR","HT MEDIA LTD","Maharashtra","Pune","View        registration details for SUNDAY HINDUSTAN TIMES (MAHENG/2017/73012)"
"294","SUNDAY HINDUSTAN TIMES","UPENG/2002/07564","24-02-2004","English","Weekly","Manhar Kapoor","HT MEDIA LTD","Uttar Pradesh","Lucknow","View        registration details for SUNDAY HINDUSTAN TIMES (UPENG/2002/07564)"
"295","SUNDAY HINDUSTAN TIMES","WBENG/2002/07585","04-07-2002","English","Weekly","SHARAD SAXENA","HT MEDIA LTD","Delhi","New Delhi","View        registration details for SUNDAY HINDUSTAN TIMES (WBENG/2002/07585)"
"296","SUNDAY HINDUSTAN TIMES","DELENG/2002/07317","07-08-2013","English","Weekly","Manhar Kapoor","HT MEDIA LTD","Delhi","New Delhi","View        registration details for SUNDAY HINDUSTAN TIMES (DELENG/2002/07317)"
"297","SWARNIM HINDUSTAN","MPHIN/2013/51510","16-08-2013","Hindi","Daily","BHUPENDRA GAURH","BHUPENDRA GAUD","Madhya Pradesh","Neemuch","View        registration details for SWARNIM HINDUSTAN (MPHIN/2013/51510)"
"298","THE HINDUSTAN MIRROR","GUJGUJ/2012/41430","03-04-2012","Gujarati","Weekly","JIGAR ASHOKKUMAR VYAS","JIGAR ASHOKKUMAR VYAS","Gujarat","Surat","View        registration details for THE HINDUSTAN MIRROR (GUJGUJ/2012/41430)"
"299","THE HINDUSTAN SCIENCE","UTTENG/2014/56671","22-08-2014","English","Weekly","KAMAL GUPTA","KAMAL GUPTA","Uttarakhand","Dehradun","View        registration details for THE HINDUSTAN SCIENCE (UTTENG/2014/56671)"
"300","THE HINDUSTAN VOICE","APTEL/2010/34225","08-11-2010","Telugu","Daily","SANKULA CHANDRA SEKHAR","SANKULA CHANDRA SEKHAR","Andhra Pradesh","Guntur","View        registration details for THE HINDUSTAN VOICE (APTEL/2010/34225)"
"301","TIRANGA HINDUSTAN","UTTHIN/2004/12684","20-04-2004","Hindi","Weekly","REKHA JAIN","REKHA JAIN","Uttarakhand","Dehradun","View        registration details for TIRANGA HINDUSTAN (UTTHIN/2004/12684)"
"302","TIRANGA HINDUSTAN","HPHIN/2010/33382","25-08-2010","Hindi","Weekly","REKHA JAIN","REKHA JAIN","Himachal Pradesh","Sirmaur","View        registration details for TIRANGA HINDUSTAN (HPHIN/2010/33382)"
"303","TIRANGA HINDUSTAN","HARHIN/2010/35553","02-02-2011","Hindi","Weekly","REKHA JAIN","REKHA JAIN","Haryana","Yamunanagar","View        registration details for TIRANGA HINDUSTAN (HARHIN/2010/35553)"
"304","UJJVAL HINDUSTAN","RAJHIN/2021/79713","16-03-2021","Hindi","Fortnightly","DR.A.K.RAJORIA","DR.A.K.RAJORIA","Rajasthan","Jaipur","View        registration details for UJJVAL HINDUSTAN (RAJHIN/2021/79713)"
"305","UTTTAM HINDUSTAN","UPHIN/2023/84178","11-05-2023","Hindi","Daily","ASHOK KUMAR DWIVEDVI","ASHOK KUMAR DWIVEDVI","Uttar Pradesh","Lucknow","View        registration details for UTTTAM HINDUSTAN (UPHIN/2023/84178)"
"306","VARTMAN HINDUSTAN","47337","29-04-1988","Punjabi","Weekly","SARVE SHAKTI MANSINGH","SARVE SHAKTI MANSINGH","Delhi","New Delhi","View        registration details for VARTMAN HINDUSTAN (47337)"
"307","VARTMAN HINDUSTAN","DELPUN/2004/13786","09-08-2004","Punjabi","Monthly","SARVE SHAKTIMAN SINGH","SARVE SHAKTIMAN SINGH","Delhi","New Delhi","View        registration details for VARTMAN HINDUSTAN (DELPUN/2004/13786)"
"308","VARTMAN HINDUSTAN","63459","12-02-1996","Punjabi","Daily","SARVE SHAKTIMAN SINGH","SARVE SHAKTIMAN SINGH","Delhi","New Delhi","View        registration details for VARTMAN HINDUSTAN (63459)"
"309","VIKASSHEEL HINDUSTAN","HARHIN/2015/78253","09-12-2019","Hindi","Weekly","RAM GOPAL SHASHANK","RAM GOPAL SHASHANK","Haryana","Faridabad","View        registration details for VIKASSHEEL HINDUSTAN (HARHIN/2015/78253)"
"310","WAFADAR E HINDUSTAN","62210","13-09-1995","Urdu","Daily","MIR MANSOOR ALI KHAN","MIR MANSOOR ALI KHAN","Telangana","Hyderabad","View        registration details for WAFADAR E HINDUSTAN (62210)"
"311","WAFADAR-E-HINDUSTAN","71408","11-08-1999","Telugu","Daily","MIR MANSOOR ALI KHAN","MIR MANSOOR ALI KHAN","Telangana","Hyderabad","View        registration details for WAFADAR-E-HINDUSTAN (71408)"
"312","YOUNG HINDUSTANI","GUJGUJ/2019/78499","17-02-2020","Gujarati","Weekly","VAKHARIYA JAFAR AHEMADALI","VAKHARIYA JAFAR AHEMADALI","Gujarat","Junagadh","View        registration details for YOUNG HINDUSTANI (GUJGUJ/2019/78499)"
