"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"370","AAJ KA SWATANTRA PRAKASH","UPHIN/2020/85293","23-08-2023","Hindi","Weekly","A. K. TRIPATHI","A. K. TRIPATHI","Uttar Pradesh","Lucknow","View        registration details for AAJ KA SWATANTRA PRAKASH (UPHIN/2020/85293)"
"371","AAJ KA TAHALKA","GUJGUJ/2014/58664","28-11-2014","Gujarati","Weekly","RAO ALKESHKUMAR SHIVAJI","RAO ALKESHKUMAR SHIVAJI","Gujarat","Banaskantha","View        registration details for AAJ KA TAHALKA (GUJGUJ/2014/58664)"
"372","AAJ KA TARA","UPHIN/2013/51237","31-07-2013","Hindi","Weekly","SARVENDRA ANGIHOTRI","SARVENDRA AGNIHOTRI","Uttar Pradesh","Etawah","View        registration details for AAJ KA TARA (UPHIN/2013/51237)"
"373","AAJ KA TARANGA","58708","21-04-1994","Hindi","Weekly","NA","NA","Madhya Pradesh","","View        registration details for AAJ KA TARANGA (58708)"
"374","AAJ KA TELANGANA","APTEL/2013/53409","05-12-2013","Telugu","Daily","SYED ASAD","SYED ASAD","Andhra Pradesh","Nizamabad","View        registration details for AAJ KA TELANGANA (APTEL/2013/53409)"
"375","AAJ KA TELANGANA","TELURD/2008/28300","06-07-2009","Urdu","Daily","SYED ASAD","SYED ASAD","Telangana","Nizamabad","View        registration details for AAJ KA TELANGANA (TELURD/2008/28300)"
"376","Aaj ka tevar","MPHIN/26/A1975","25-03-2026","Hindi","Quarterly","HARISH CHANDRA YADAV","HARISH CHANDRA YADAV","Madhya Pradesh","Bhopal","View        registration details for Aaj ka tevar (MPHIN/26/A1975)"
"377","AAJ KA TIRANGA","64518","18-07-1996","Hindi","Weekly","DINESH KUMAR SALVI","DINESH KUMAR SALVI","Madhya Pradesh","Indore","View        registration details for AAJ KA TIRANGA (64518)"
"378","AAJ KA TIRANGA","MPHIN/2013/53105","13-11-2013","Hindi","Daily","DINESH KUMAR SALVI","DINESH KUMAR SALVI","Madhya Pradesh","Indore","View        registration details for AAJ KA TIRANGA (MPHIN/2013/53105)"
"379","AAJ KA UNNAT MADHYA PRADESH","MPHIN/2015/70828","14-03-2017","Hindi","Monthly","RAJESH PANCHAL","RAJESH PANCHAL","Madhya Pradesh","Ujjain","View        registration details for AAJ KA UNNAT MADHYA PRADESH (MPHIN/2015/70828)"
"380","AAJ KA VARCHASV","RAJHIN/2023/89789","22-10-2024","HINDI","Fortnightly","CHANDER SHEKHAR VERMA","CHANDER SHEKHAR VERMA","Rajasthan","","View        registration details for AAJ KA VARCHASV (RAJHIN/2023/89789)"
"381","AAJ KA VICHAR RASHTRIYA VICHAR","58489","25-10-1993","Hindi","Weekly","ANAND SWARUP TRIPATHI","ANAND SWARUP TRIPATHI","Uttar Pradesh","Etawah","View        registration details for AAJ KA VICHAR RASHTRIYA VICHAR (58489)"
"382","AAJ KA VICHAR RASHTRIYA VICHAR","UPHIN/2010/32233","07-05-2010","HINDI","Daily","ANAND SWAROOP TRIPATHI","ANAND SWAROOP TRIPATHI","Uttar Pradesh","","View        registration details for AAJ KA VICHAR RASHTRIYA VICHAR (UPHIN/2010/32233)"
"383","AAJ KA VYAPARI","UPHIN/2016/70111","19-01-2017","Hindi","Weekly","VIKAS GOEL","VIKAS GOEL","Uttar Pradesh","Ghaziabad","View        registration details for AAJ KA VYAPARI (UPHIN/2016/70111)"
"384","AAJ KA WAQT","MAHBIL/2023/88365","03-08-2024","BILINGUAL","Weekly","JAYSHRI SANTOSH JADHAV","JAYSHRI SANTOSH JADHAV","Maharashtra","Thane","View        registration details for AAJ KA WAQT (MAHBIL/2023/88365)"
"385","AAJ KAL AGAMI","WBBEN/2008/24716","07-07-2008","Bengali","Monthly","PALASH PATRA","PALASH PATRA","West Bengal","Nadia","View        registration details for AAJ KAL AGAMI (WBBEN/2008/24716)"
"386","AAJ KAL EXPRESS","MPHIN/2014/57775","16-10-2014","Hindi","Weekly","KAUSHLENDRA PRATAP SINGH","KAUSHLENDRA PRATAP SINGH","Madhya Pradesh","Bhopal","View        registration details for AAJ KAL EXPRESS (MPHIN/2014/57775)"
"387","AAJ KAL KI TASVEER","UPHIN/2008/24845","17-07-2008","Hindi","Daily","ARVIND PANDEY","ARVIND PANDEY","Uttar Pradesh","Fatehpur","View        registration details for AAJ KAL KI TASVEER (UPHIN/2008/24845)"
"388","AAJ KE BHARAT KI NAZAR","MPHIN/2018/76264","15-10-2018","Hindi","Weekly","TASNEEM KHAN","TASNEEM KHAN","Madhya Pradesh","Bhopal","View        registration details for AAJ KE BHARAT KI NAZAR (MPHIN/2018/76264)"
"389","AAJ KE HAALAAT","UTTHIN/2012/42415","18-05-2012","Hindi","Weekly","KANCHAN DHAUNDIYAL","KANCHAN DHAUNDIYAL","Uttarakhand","Dehradun","View        registration details for AAJ KE HAALAAT (UTTHIN/2012/42415)"
"390","AAJ KE JANDHARA","58686","18-09-1992","Hindi","Daily","NA","NA","Chhattisgarh","","View        registration details for AAJ KE JANDHARA (58686)"
"391","AAJ KE MIJAJ","MPHIN/2023/89051","24-09-2024","HINDI","Weekly","NAEEM KHAN","NAEEM KHAN","Madhya Pradesh","Bhopal","View        registration details for AAJ KE MIJAJ (MPHIN/2023/89051)"
"392","AAJ KE SITARE","MPHIN/2016/66178","12-02-2016","Hindi","Weekly","M. M. KHAN","M.M.KHAN","Madhya Pradesh","Bhopal","View        registration details for AAJ KE SITARE (MPHIN/2016/66178)"
"393","AAJ KEE SRSHTI","UPHIN/2021/83072","11-01-2023","Hindi","Monthly","DEEP SINGH","DEEP SINGH","Uttar Pradesh","Kasganj","View        registration details for AAJ KEE SRSHTI (UPHIN/2021/83072)"
"394","AAJ KI AANKHEN","UPHIN/2009/31081","23-02-2010","Hindi","Weekly","PREETI PANDEY","PREETI PANDEY","Uttar Pradesh","Prayagraj","View        registration details for AAJ KI AANKHEN (UPHIN/2009/31081)"
"395","AAJ KI ADALAT","69219","24-02-1998","Hindi","Weekly","SYED SHAFIUDDIN SYED WAHEEDUDDIN","SYED SHAFIUDDIN SYED WAHEEDUDDIN","Maharashtra","Aurangabad","View        registration details for AAJ KI ADALAT (69219)"
"396","AAJ KI ANDHI","56223","03-01-1992","Hindi","Fortnightly","RAJENDRA PRASAD KEN","RAJENDER PRASAD KEN","Rajasthan","Ajmer","View        registration details for AAJ KI ANDHI (56223)"
"397","AAJ KI AVASHYAKTA","HARHIN/2011/54192","22-01-2014","Hindi","Fortnightly","RAJENDRA KUMAR SAINI","RAJENDRA KUMAR SAINI","Haryana","Panipat","View        registration details for AAJ KI AVASHYAKTA (HARHIN/2011/54192)"
"398","AAJ KI AWAJ","32018","26-12-1978","Urdu","Daily","HAMAD BIN ABDUL WAHED","HAMAD BIN ABDUL WAHED","Maharashtra","Aurangabad","View        registration details for AAJ KI AWAJ (32018)"
"399","AAJ KI AZADHI","MAHMAR/2004/13566","20-05-2004","Marathi","Weekly","PRABHAKAR BABU KAMBLE","PRABHAKAR BABU KAMBLE","Maharashtra","Kolhapur","View        registration details for AAJ KI AZADHI (MAHMAR/2004/13566)"
"400","AAJ KI BOLI","MPHIN/2016/68502","31-08-2016","Hindi","Monthly","NIRMALA KUSHWAH","NIRMALA KUSHWAH","Madhya Pradesh","Gwalior","View        registration details for AAJ KI BOLI (MPHIN/2016/68502)"
"401","AAJ KI CHAAL","UPHIN/2009/31720","30-03-2010","Hindi","Daily","JAVAD KHAN","JAVED KHAN","Uttar Pradesh","Azamgarh","View        registration details for AAJ KI CHAAL (UPHIN/2009/31720)"
"402","AAJ KI DAASTAN","UPHIN/2010/31079","18-02-2010","Hindi","Daily","MUKESH KUMAR GUPTA","MUKESH KUMAR GUPTA","Uttar Pradesh","Meerut","View        registration details for AAJ KI DAASTAN (UPHIN/2010/31079)"
"403","Aaj ki Dahaad News","CTHIN/25/A5168","16-12-2025","Hindi","Weekly","Manish Rathore","Manish Rathore","Chhattisgarh","Narayanpur","View        registration details for Aaj ki Dahaad News  (CTHIN/25/A5168)"
"404","AAJ KI GHATNA","HARHIN/2001/05648","12-11-2001","English, HINDI","Daily","THANESHWAR SHARMA","THANESHWAR SHARMA","Haryana","Fatehabad","View        registration details for AAJ KI GHATNA (HARHIN/2001/05648)"
"405","AAJ KI GHOSHNA","MPHIN/2011/40933","29-02-2012","Hindi","Fortnightly","SYED ASIM HUSSAIN","SYED ASIM HUSSAIN","Madhya Pradesh","Bhopal","View        registration details for AAJ KI GHOSHNA (MPHIN/2011/40933)"
"406","AAJ KI GUHAR","MPHIN/2021/80625","11-11-2021","Hindi","Monthly","FARHA KHAN","FARHA KHAN","Madhya Pradesh","Bhopal","View        registration details for AAJ KI GUHAR (MPHIN/2021/80625)"
"407","AAJ KI HAQIQAT","MPHIN/2011/42529","23-05-2012","Hindi","Weekly","KOSAR JAHAN","KAUSAR JAHAN","Madhya Pradesh","Bhopal","View        registration details for AAJ KI HAQIQAT (MPHIN/2011/42529)"
"408","AAJ KI HUKUMAT","DELURD/2006/19892","24-05-2007","Urdu","Weekly","NAUSHAD AHMED","NAUSHAD AHMED","Delhi","New Delhi","View        registration details for AAJ KI HUKUMAT (DELURD/2006/19892)"
"409","AAJ KI JANDHARA","MPHIN/25/A3544","29-10-2025","Hindi","Daily","Subhash Mishra","Abhivyakti Prakashan Private Limited","Madhya Pradesh","Bhopal","View        registration details for AAJ KI JANDHARA (MPHIN/25/A3544)"
"410","AAJ KI JANDHARA","52143","22-09-1991","Hindi","Daily","SUBHASH MISHRA","M/S.ABHIVYKTI  PRAKASHAN PVT.LTD.","Chhattisgarh","Raipur","View        registration details for AAJ KI JANDHARA (52143)"
"411","AAJ KI JANDHARA","CHHHIN/2021/80816","09-12-2021","Hindi","Daily","SUBHASH MISHRA","M/S.ABHIVYKTI  PRAKASHAN PVT.LTD.","Chhattisgarh","Bilaspur","View        registration details for AAJ KI JANDHARA (CHHHIN/2021/80816)"
"412","aaj ki Jankirti","UPHIN/25/A2525","15-09-2025","Hindi","Weekly","Shaziya Ansari","Shaziya Ansari","Uttar Pradesh","Moradabad","View        registration details for aaj ki Jankirti (UPHIN/25/A2525)"
"413","AAJ KI JANTA","25800","25-08-1972","Hindi","Weekly","SAROJ JAIN","SAROJ JAIN","Madhya Pradesh","Indore","View        registration details for AAJ KI JANTA (25800)"
"414","AAJ KI JUNG","JKURD/2009/30827","08-02-2010","Urdu","Daily","TARIQ SALEEM","TARIQ SALEEM","Jammu and Kashmir","Srinagar","View        registration details for AAJ KI JUNG (JKURD/2009/30827)"
"415","AAJ KI KALPANA","52136","28-08-1989","Hindi","Weekly","GOVIND PRASAD SHARMA","GOVIND PRASAD SHARMA","Madhya Pradesh","Bhopal","View        registration details for AAJ KI KALPANA (52136)"
"416","AAJ KI KHABAR AURANGABAD","MAHURD/2009/27805","20-05-2009","Urdu","Daily","KHALED KHAN MEHMOOD KHAN","KHALED KHAN MEHMOOD KHAN","Maharashtra","Aurangabad","View        registration details for AAJ KI KHABAR AURANGABAD (MAHURD/2009/27805)"
"417","AAJ KI KHURAKH","64811","18-09-1995","Hindi","Weekly","SEVAK RAM CHATURVEDI","SEWAK RAM CHATURVEDI","Madhya Pradesh","Raisen","View        registration details for AAJ KI KHURAKH (64811)"
"418","AAJ KI KIRAN","UTTHIN/2023/87123","30-04-2024","Hindi","Fortnightly","RAVI SHARMA","RAVI SHARMA","Uttarakhand","Dehradun","View        registration details for AAJ KI KIRAN (UTTHIN/2023/87123)"
"419","AAJ KI KIRAN","UTTHIN/2010/36356","22-03-2011","Hindi","Fortnightly","RAVI SHARMA","RAVI SHARMA","Uttarakhand","Udham Singh Nagar","View        registration details for AAJ KI KIRAN (UTTHIN/2010/36356)"
"420","AAJ KI KRANTI","DELHIN/2014/61577","27-04-2015","Hindi","Weekly","KRANTI","KRANTI","Delhi","New Delhi","View        registration details for AAJ KI KRANTI (DELHIN/2014/61577)"
"421","AAJ KI LALKAR","GUJGUJ/2016/69914","06-01-2017","Gujarati","Weekly","SHAIKH SAKILAHMED BASHIRAHMED","SHAIKH SAKILAHMED BASHIRAHMED","Gujarat","Bharuch","View        registration details for AAJ KI LALKAR (GUJGUJ/2016/69914)"
"422","AAJ KI MANAVTA","UTTHIN/2010/32679","16-06-2010","Hindi","Weekly","SUNITA SHARMA","SUNITA SHARMA","Uttarakhand","Dehradun","View        registration details for AAJ KI MANAVTA (UTTHIN/2010/32679)"
"423","AAJ KI MANSI","MPHIN/25/A1720","07-07-2025","Hindi","Daily","SALONI CHATURVEDI","SALONI CHATURVEDI","Madhya Pradesh","Bhopal","View        registration details for AAJ KI MANSI (MPHIN/25/A1720)"
"424","AAJ KI MANSI","MPHIN/2016/70938","21-03-2017","Hindi","Monthly","SALONI CHATURVEDI","SALONI CHATURVEDI","Madhya Pradesh","Bhopal","View        registration details for AAJ KI MANSI (MPHIN/2016/70938)"
"425","AAJ KI NAVYUKTI","MPHIN/2021/80597","09-11-2021","Hindi","Quarterly","MAHARANI KOUSHAL","MAHARANI KOUSHAL","Madhya Pradesh","Bhopal","View        registration details for AAJ KI NAVYUKTI (MPHIN/2021/80597)"
"426","AAJ KI PEHAL","MPHIN/2020/86367","09-02-2024","Hindi","Daily","KRISHNA KUMARI SHAKYWAR","KRISHNA KUMARI SHAKYWAR","Madhya Pradesh","Guna","View        registration details for AAJ KI PEHAL (MPHIN/2020/86367)"
"427","AAJ KI PEHAL","MPHIN/26/A1405","25-02-2026","Hindi","Daily","KRISHNA KUMARI SHAKYWAR","KRISHNA KUMARI SHAKYWAR","Madhya Pradesh","Bhopal","View        registration details for AAJ KI PEHAL (MPHIN/26/A1405)"
"428","AAJ KI PEHCHAN","UPHIN/2014/59579","14-01-2015","Hindi","Daily","SHALINI SINGH","SHALINI SINGH","Uttar Pradesh","Gautam Buddha Nagar","View        registration details for AAJ KI PEHCHAN (UPHIN/2014/59579)"
"429","AAJ KI PUKAR","GUJGUJ/2020/78841","22-07-2020","Gujarati","Weekly","CHIRAG ASHOKBHAI  DARJI","CHIRAG ASHOKBHAI  DARJI","Gujarat","Surat","View        registration details for AAJ KI PUKAR (GUJGUJ/2020/78841)"
"430","AAJ KI RAFTAAR","MPHIN/2008/27806","20-05-2009","Hindi","Weekly","MOHINI PRASAD","MOHINI PRASAD","Madhya Pradesh","Bhopal","View        registration details for AAJ KI RAFTAAR (MPHIN/2008/27806)"
"431","AAJ KI RAJNITI","UPHIN/2008/26642","24-12-2008","Hindi","Weekly","MO. GULREZ KHAN","MOHD. GULREZ KHAN","Uttar Pradesh","Lucknow","View        registration details for AAJ KI RAJNITI (UPHIN/2008/26642)"
"432","AAJ KI REPORT","UPHIN/2004/12685","15-12-2003","Hindi","Daily","RACHNA DWIVEDI","RACHNA DWIVEDI","Uttar Pradesh","Bara Banki","View        registration details for AAJ KI REPORT (UPHIN/2004/12685)"
"433","AAJ KI REPORT","UPHIN/2009/31681","29-03-2010","Hindi","Daily","RACHNA DWIVEDI","RACHNA DWIVEDI","Uttar Pradesh","Hardoi","View        registration details for AAJ KI REPORT (UPHIN/2009/31681)"
"434","AAJ KI REPORT","64185","07-08-1996","Hindi","Daily","RACHNA DWIVEDI","RACHNA DWIVEDI","Uttar Pradesh","Lucknow","View        registration details for AAJ KI REPORT (64185)"
"435","AAJ KI SANSKRITI","MPHIN/2010/37129","09-05-2011","Hindi","Monthly","VIJAY KUMAR VAISHNAV","VIJAY KUMAR VAISHNAV","Madhya Pradesh","Indore","View        registration details for AAJ KI SANSKRITI (MPHIN/2010/37129)"
"436","AAJ KI SHOCH","55784","17-03-1993","Hindi","Monthly","DHARAMVEER ANAND","DHARAMVEER ANAND","Delhi","New Delhi","View        registration details for AAJ KI SHOCH (55784)"
"437","AAJ KI SIYASAT","UPHIN/2012/46172","01-11-2012","Hindi","Weekly","FAROOQ SAIFI","FAROOQ SAIFI","Uttar Pradesh","Ghaziabad","View        registration details for AAJ KI SIYASAT (UPHIN/2012/46172)"
"438","AAJ KI SUBAH","40221","18-08-1994","Hindi","Weekly","anjali kudiyal","ANJALI KUDIYAL","Uttarakhand","Dehradun","View        registration details for AAJ KI SUBAH (40221)"
"439","AAJ KI SURKHIYA","UPURD/2008/23844","29-04-2008","Urdu","Daily","SHARIF AHMAD","SHARIF AHMAD","Uttar Pradesh","Lucknow","View        registration details for AAJ KI SURKHIYA (UPURD/2008/23844)"
"440","AAJ KI SURKHIYA","UPHIN/2007/23086","21-02-2008","Hindi","Daily","SHARIF AHMED","SHARIF AHMED","Uttar Pradesh","Lucknow","View        registration details for AAJ KI SURKHIYA (UPHIN/2007/23086)"
"441","AAJ KI SURKHIYA","UPHIN/2005/15500","25-07-2005","Hindi","Weekly","SHARIF AHEMAD","SHARIF AHMED","Uttar Pradesh","Lucknow","View        registration details for AAJ KI SURKHIYA (UPHIN/2005/15500)"
"442","AAJ KI SURKHIYA","UPURD/2010/31543","19-03-2010","Urdu","Daily","SHARIF AHMAD","SHARIF AHMAD","Uttar Pradesh","Hardoi","View        registration details for AAJ KI SURKHIYA (UPURD/2010/31543)"
"443","AAJ KI SWATANTRATA","UPHIN/2010/44158","18-07-2012","Hindi","Weekly","FAZEEL AHMAD ANSARI","FAZEEL AHMAD ANSARI","Uttar Pradesh","Lucknow","View        registration details for AAJ KI SWATANTRATA (UPHIN/2010/44158)"
"444","AAJ KI TAJA NEWS","GUJGUJ/2016/69326","16-11-2016","Gujarati","Weekly","DHESLI FIRDOS A.RAUF","DHESLI FIRDOS A.RAUF","Gujarat","Panchmahal","View        registration details for AAJ KI TAJA NEWS (GUJGUJ/2016/69326)"
"445","AAJ KI TAQREER","UTTHIN/2012/42405","18-05-2012","Hindi","Weekly","PRIYANKA RANAKOTI","PRIYANKA RANAKOTI","Uttarakhand","Dehradun","View        registration details for AAJ KI TAQREER (UTTHIN/2012/42405)"
"446","AAJ KI TEJASWINI","MPHIN/2016/70794","10-03-2017","Hindi","Monthly","HEMANT TIWARI","HEMANT TIWARI","Madhya Pradesh","Bhopal","View        registration details for AAJ KI TEJASWINI (MPHIN/2016/70794)"
"447","AAJ KI UDAN","MPHIN/2023/91146","13-08-2025","Hindi","Fortnightly","G.V.VARTI","G.V.VARTI","Madhya Pradesh","Bhopal","View        registration details for AAJ KI UDAN (MPHIN/2023/91146)"
"448","AAJ KI UPAJ","56803","08-02-1993","Hindi","Weekly","RAJESH KUMAR TIWARI","RAJESH KUMAR TIWARI","Uttar Pradesh","Fatehpur","View        registration details for AAJ KI UPAJ (56803)"
"449","AAJ KI VANI","66907","28-07-1997","Hindi","Weekly","AAFAQ HUSSAIN","AAFAQ HUSSAIN","Uttar Pradesh","Uttar Pradesh","View        registration details for AAJ KI VANI (66907)"
"450","AAJ KI VIDHAN SABHA","61014","25-04-1994","Hindi","Weekly","RADHESHYAM","VINOD KUMAR GUPTA","Uttar Pradesh","Gonda","View        registration details for AAJ KI VIDHAN SABHA (61014)"
"451","AAJ KI VISHWA PATRIKA","MAHHIN/2014/57360","19-09-2014","HINDI","Daily","RAJITA ANIL MEGHE","RAJITA ANIL MEGHE","Maharashtra","Wardha","View        registration details for AAJ KI VISHWA PATRIKA (MAHHIN/2014/57360)"
"452","AAJ KI YUVA AUR RAJNITI","MPHIN/2015/63461","28-07-2015","Hindi","Monthly","DANISH KHAN","DANISH KHAN","Madhya Pradesh","Bhopal","View        registration details for AAJ KI YUVA AUR RAJNITI (MPHIN/2015/63461)"
"453","AAJ NA CHUNTANI SAMACHAR","GUJGUJ/2017/73725","06-11-2017","Gujarati","Weekly","BUKHARI ASHIMA RAJAN ALI","BUKHARI ASHIMA RAJAN ALI","Gujarat","Junagadh","View        registration details for AAJ NA CHUNTANI SAMACHAR (GUJGUJ/2017/73725)"
"454","AAJ NI NARI","GUJGUJ/2015/60024","04-02-2015","Gujarati","Fortnightly","SANDHYABEN SOMABHAI MACHHI","SANDHYABEN SOMABHAI MACHHI","Gujarat","Bharuch","View        registration details for AAJ NI NARI (GUJGUJ/2015/60024)"
"455","AAJ NI WATAN VANI","GUJGUJ/2016/66271","29-02-2016","Gujarati","Daily","PRASHASTI RAKESHBHAI PATEL","PRASHASTI RAKESHBHAI PATEL","Gujarat","Ahmedabad","View        registration details for AAJ NI WATAN VANI (GUJGUJ/2016/66271)"
"456","AAJ NO ARUNODAY","GUJGUJ/2022/86217","31-01-2024","Gujarati","Monthly","SAKARIYA ARUNBHAI DHANJIBHAI","SAKARIYA ARUNBHAI DHANJIBHAI","Gujarat","Surat","View        registration details for AAJ NO ARUNODAY (GUJGUJ/2022/86217)"
"457","AAJ NO SANDESH","GUJGUJ/2002/06468","07-01-2002","Gujarati","Fortnightly","VASANTIBEN Y. CHAUHAN","VASANTI BEN Y CHAUHAN","Gujarat","Ahmedabad","View        registration details for AAJ NO SANDESH (GUJGUJ/2002/06468)"
"458","AAJ NO SANDESH","GUJGUJ/2009/32110","27-04-2010","Gujarati","Daily","VASANTIBEN Y. CHAUHAN","VASANTI BEN Y CHAUHAN","Gujarat","Ahmedabad","View        registration details for AAJ NO SANDESH (GUJGUJ/2009/32110)"
"459","AAJ NO VIKAS","GJGUJ/26/A1268","18-02-2026","Gujarati","Weekly","Shukl Gulabdas Dharamdas","Shukl Gulabdas Dharamdas","Gujarat","Ahmedabad","View        registration details for AAJ NO VIKAS (GJGUJ/26/A1268)"
"460","AAJ SAMAJ","HARHIN/2022/83418","10-02-2023","Hindi","Daily","Rakesh Sharma","GOOD MORNING INDIA MEDIA PVT. LTD.","Haryana","Mahendragarh","View        registration details for AAJ SAMAJ (HARHIN/2022/83418)"
"461","AAJ SAMAJ","HARHIN/2022/83424","10-02-2023","Hindi","Daily","Rakesh Sharma","GOOD MORNING INDIA MEDIA PVT. LTD.","Haryana","Jind","View        registration details for AAJ SAMAJ (HARHIN/2022/83424)"
"462","AAJ SAMAJ","HARHIN/2022/83408","10-02-2023","Hindi","Daily","Rakesh Sharma","GOOD MORNING INDIA MEDIA PVT. LTD.","Haryana","Faridabad","View        registration details for AAJ SAMAJ (HARHIN/2022/83408)"
"463","AAJ SAMAJ","HARHIN/2022/83414","10-02-2023","Hindi","Daily","RAKESH SHARMA","GOOD MORNING INDIA MEDIA PVT. LTD.","Haryana","Mewat","View        registration details for AAJ SAMAJ (HARHIN/2022/83414)"
"464","AAJ SAMAJ","HARHIN/2022/83419","10-02-2023","Hindi","Daily","Rakesh Sharma","GOOD MORNING INDIA MEDIA PVT. LTD.","Haryana","Panipat","View        registration details for AAJ SAMAJ (HARHIN/2022/83419)"
"465","AAJ SAMAJ","HARHIN/2022/83417","10-02-2023","Hindi","Daily","Rakesh Sharma","GOOD MORNING INDIA MEDIA PVT. LTD.","Haryana","Panchkula","View        registration details for AAJ SAMAJ (HARHIN/2022/83417)"
"466","AAJ SAMAJ","HARHIN/2022/83412","10-02-2023","Hindi","Daily","RAKESH SHARMA","GOOD MORNING INDIA MEDIA PVT. LTD.","Haryana","Palwal","View        registration details for AAJ SAMAJ (HARHIN/2022/83412)"
"467","AAJ SAMAJ","DELHIN/2007/23083","13-03-2013","Hindi","Daily","Rakesh Sharma","GOOD MORNING INDIA MEDIA PVT. LTD.","Delhi","New Delhi","View        registration details for AAJ SAMAJ (DELHIN/2007/23083)"
"468","AAJ SAMAJ","HARHIN/2022/83429","10-02-2023","Hindi","Daily","RAKESH SHARMA","GOOD MORNING INDIA MEDIA PVT. LTD.","Haryana","Rewari","View        registration details for AAJ SAMAJ (HARHIN/2022/83429)"
"469","AAJ SAMAJ","HARHIN/2022/83427","10-02-2023","Hindi","Daily","RAKESH SHARMA","GOOD MORNING INDIA MEDIA PVT. LTD.","Haryana","Bhiwani","View        registration details for AAJ SAMAJ (HARHIN/2022/83427)"
